household_key,segment,segment_name,targeted,purchase_amount,purchase_count,cate_purchase,cate_visits,cate_primary
2011,0,Unknown,1,240.37,14.0,-481.1788841390402,-2.078473121449761,-481.1788841390402
2012,0,Unknown,1,1685.36,59.0,-1525.7383556738746,-51.34643507985297,-1525.7383556738746
2013,0,Unknown,1,142.51,17.0,-465.9387784593012,15.381535493898923,-465.9387784593012
2014,0,Unknown,1,12.88,1.0,-334.0648020061801,12.186303650668137,-334.0648020061801
2015,0,Unknown,1,840.61,15.0,-936.4832425893724,-95.58927261273917,-936.4832425893724
2016,0,Unknown,1,15.23,2.0,-51.91009346910647,11.706106661734964,-51.91009346910647
2017,0,Unknown,1,1430.85,30.0,-693.2195512096662,-1.4399988398001824,-693.2195512096662
2018,0,Unknown,1,472.98,25.0,-171.13143680623523,-9.077225217339077,-171.13143680623523
2019,0,Unknown,1,2548.51,46.0,-1563.256572845641,-148.7303001152739,-1563.256572845641
2020,0,Unknown,1,929.47,28.0,-1706.974132833955,-113.5732845998102,-1706.974132833955
2021,0,Unknown,1,210.04999999999998,7.0,-318.4542143811642,-31.38123451591261,-318.4542143811642
2024,0,Unknown,1,477.5,9.0,-262.68858758231806,-45.57348618745746,-262.68858758231806
2027,0,Unknown,1,248.71,22.0,-250.03936577727455,6.497518599530295,-250.03936577727455
2029,0,Unknown,1,327.06,10.0,-373.27699634792793,-15.455659737569434,-373.27699634792793
2030,0,Unknown,1,259.35,8.0,-140.80863077625497,5.847992584780371,-140.80863077625497
2032,0,Unknown,1,81.89,7.0,-293.80729245184045,-13.516670074573668,-293.80729245184045
2033,0,Unknown,1,322.47,9.0,-714.8465478055615,-43.44046700384777,-714.8465478055615
2034,0,Unknown,1,482.01,21.0,-96.67603115295623,6.8069022816222,-96.67603115295623
2035,0,Unknown,1,70.74,6.0,-631.588089146384,-0.9501900654274493,-631.588089146384
2037,0,Unknown,1,112.57000000000001,8.0,-426.3626225477985,-29.39223925518445,-426.3626225477985
2039,0,Unknown,1,0.0,0.0,-52.02411114239678,-12.317522038019433,-52.02411114239678
2041,0,Unknown,1,1412.16,27.0,-702.429025189323,-30.911224946887785,-702.429025189323
2042,0,Unknown,1,706.78,6.0,-600.8110280695275,-88.03721930803778,-600.8110280695275
2044,0,Unknown,1,94.98,6.0,-104.27519887756114,12.130597564822978,-104.27519887756114
2046,0,Unknown,1,148.73000000000002,9.0,-83.0872350255816,-3.6217361235836165,-83.0872350255816
2047,0,Unknown,1,860.3,26.0,-386.35313371333314,2.254705466480601,-386.35313371333314
2050,0,Unknown,1,535.04,18.0,58.22709748412268,-19.0895005774112,58.22709748412268
2051,0,Unknown,1,1023.24,52.0,-709.5565406838138,-110.83639897848565,-709.5565406838138
2053,0,Unknown,1,584.78,28.0,-618.3470453879444,-34.294414688859035,-618.3470453879444
2055,0,Unknown,1,318.62,21.0,-222.8589663713052,-9.182283332148785,-222.8589663713052
2056,0,Unknown,1,321.46,13.0,-742.0346860841142,-45.317506649105354,-742.0346860841142
2057,0,Unknown,1,277.33,12.0,-247.17535471433678,1.1832509242913716,-247.17535471433678
2058,0,Unknown,1,656.46,19.0,-207.17275192285138,-35.546534543633584,-207.17275192285138
2059,0,Unknown,1,138.38,4.0,-162.93450193913202,-18.696399213383728,-162.93450193913202
2062,0,Unknown,1,1011.21,37.0,-491.85530297374913,-18.5645320031403,-491.85530297374913
2063,0,Unknown,1,294.63,7.0,-440.8873026808915,-10.847020710319896,-440.8873026808915
2064,0,Unknown,1,1261.6,46.0,-670.9951817299834,-13.135394082335779,-670.9951817299834
2065,0,Unknown,1,538.95,14.0,-806.8004041641259,-23.843264934333263,-806.8004041641259
2066,0,Unknown,1,140.5,14.0,-463.18161164669766,-43.66474220857566,-463.18161164669766
2068,0,Unknown,1,356.66,13.0,-940.8583355690635,-10.75731840096799,-940.8583355690635
2069,0,Unknown,1,251.29,13.0,202.84671332633195,16.62525781641753,202.84671332633195
2070,0,Unknown,1,1762.44,96.0,-1352.1291345409572,-52.52899317572576,-1352.1291345409572
2071,0,Unknown,1,295.88,35.0,-855.6132436060627,-32.61022337771995,-855.6132436060627
2074,0,Unknown,1,109.41,6.0,-135.05840460303932,-7.6984920921244395,-135.05840460303932
2075,0,Unknown,1,767.21,23.0,-1083.7208341320843,-52.5308390132202,-1083.7208341320843
2076,0,Unknown,1,1073.63,31.0,-476.53985028727016,-38.896472102658976,-476.53985028727016
2078,0,Unknown,1,486.14,19.0,-35.82828867621299,-55.42871012790525,-35.82828867621299
2079,0,Unknown,1,589.76,15.0,-1375.1765115444582,-97.83060722693389,-1375.1765115444582
2080,0,Unknown,1,582.12,4.0,-1236.5139211164883,-133.53335393854553,-1236.5139211164883
2081,0,Unknown,1,75.61,3.0,8.33772638147957,-19.294887422922116,8.33772638147957
2082,0,Unknown,1,658.4300000000001,22.0,-765.1698199196012,-46.81105999034568,-765.1698199196012
2083,0,Unknown,1,903.2,47.0,-1673.8702242195252,-133.797984802303,-1673.8702242195252
2084,0,Unknown,1,523.21,19.0,-429.68258090097527,-12.137665581641556,-429.68258090097527
2085,0,Unknown,1,1988.85,49.0,-2127.2033583746443,-152.94989614748624,-2127.2033583746443
2086,0,Unknown,1,1207.93,96.0,-2535.999668885391,-133.75515390462462,-2535.999668885391
2087,0,Unknown,1,1401.92,36.0,-1482.4294503019737,-90.2623842766005,-1482.4294503019737
2088,0,Unknown,1,379.47,10.0,-244.23552644521817,0.5040995070858685,-244.23552644521817
2092,0,Unknown,1,265.71,22.0,-339.71433063686504,-32.61865458438564,-339.71433063686504
2094,0,Unknown,1,575.9,13.0,-925.174202856546,-32.91091746366459,-925.174202856546
2095,0,Unknown,1,384.14,20.0,77.82397997238064,24.56808339122894,77.82397997238064
2097,0,Unknown,1,1201.19,33.0,-1005.7404380360417,-178.4954339497727,-1005.7404380360417
2099,0,Unknown,1,49.449999999999996,6.0,-193.4680309551302,18.60430232267214,-193.4680309551302
2100,0,Unknown,1,442.1,15.0,-716.6205324981879,-19.827394306593135,-716.6205324981879
2102,0,Unknown,1,226.37,11.0,-87.34481258604484,-4.548275884123456,-87.34481258604484
2107,0,Unknown,1,505.2,10.0,-949.696859789158,-54.408123319233425,-949.696859789158
2108,0,Unknown,1,606.26,26.0,-523.9136803736357,-19.885686475597254,-523.9136803736357
2109,0,Unknown,1,364.08,17.0,-240.76058206502069,-28.106622456615924,-240.76058206502069
2110,0,Unknown,1,1381.71,20.0,-739.3105104302507,-52.062733558513116,-739.3105104302507
2111,0,Unknown,1,343.13,12.0,556.8454337276917,-6.547766572548653,556.8454337276917
2112,0,Unknown,1,944.27,20.0,-718.7130354489757,-22.42091404538843,-718.7130354489757
2114,0,Unknown,1,364.55,18.0,-201.3887764198032,-6.960812291831587,-201.3887764198032
2115,0,Unknown,1,1970.6200000000001,43.0,-1878.9818545750327,-217.09510242075442,-1878.9818545750327
2116,0,Unknown,1,1354.77,29.0,-720.2774703158418,-33.07998986312319,-720.2774703158418
2117,0,Unknown,1,192.42,10.0,-322.0235902933308,-0.1263356089911838,-322.0235902933308
2121,0,Unknown,1,583.55,18.0,-487.8712266578217,-29.48696803872903,-487.8712266578217
2123,0,Unknown,1,568.07,8.0,-635.982107381999,-38.95356561826679,-635.982107381999
2124,0,Unknown,1,818.51,26.0,-441.58221954875876,-44.6178284681468,-441.58221954875876
2128,0,Unknown,1,22.07,4.0,-83.19836383571078,-43.409215146713905,-83.19836383571078
2129,0,Unknown,1,1026.75,21.0,-1005.3942965405248,-74.10016652049734,-1005.3942965405248
2130,0,Unknown,1,462.91,14.0,-329.8891884898279,-18.516507455074873,-329.8891884898279
2131,0,Unknown,1,271.89,8.0,-1144.1750577226398,-56.09937997230267,-1144.1750577226398
2133,0,Unknown,1,916.6,15.0,-784.7797001662766,-56.280833189903035,-784.7797001662766
2134,0,Unknown,1,672.81,7.0,-739.9141010850934,-47.72113004409198,-739.9141010850934
2137,0,Unknown,1,608.43,32.0,-33.93825267926144,5.100692576567582,-33.93825267926144
2138,0,Unknown,1,81.97,3.0,-82.06269021150604,-5.113376640654636,-82.06269021150604
2139,0,Unknown,1,604.55,49.0,-2580.7604730571493,-114.43818223442909,-2580.7604730571493
2141,0,Unknown,1,513.45,13.0,-372.01410110205575,-42.700298301546866,-372.01410110205575
2142,0,Unknown,1,1026.76,11.0,-970.4202951975046,-61.522389203414406,-970.4202951975046
2146,0,Unknown,1,124.9,5.0,-441.16036613245547,-1.7975356247052616,-441.16036613245547
2147,0,Unknown,1,891.6,14.0,-564.5092694404484,-6.234104472355199,-564.5092694404484
2148,0,Unknown,1,391.31,12.0,-379.1999116623138,-9.348247689481212,-379.1999116623138
2149,0,Unknown,1,650.5600000000001,16.0,377.93053341553025,-50.50375582110766,377.93053341553025
2154,0,Unknown,1,594.23,26.0,-425.577400115,-14.956509222336592,-425.577400115
2156,0,Unknown,1,1166.39,22.0,-721.0688091901178,-52.85117718381383,-721.0688091901178
2158,0,Unknown,1,435.75,14.0,-844.338317941782,-40.54732928324253,-844.338317941782
2159,0,Unknown,1,331.04,25.0,-313.19776850613647,-14.745040199262377,-313.19776850613647
2161,0,Unknown,1,124.02,4.0,315.609070772397,28.355968015709706,315.609070772397
2162,0,Unknown,1,1902.93,25.0,-710.9179479939278,-239.83600663114896,-710.9179479939278
2164,0,Unknown,1,0.0,0.0,-615.2963198283385,-13.562844661803354,-615.2963198283385
2167,0,Unknown,1,22.91,3.0,-700.0731392340884,-17.063668733823505,-700.0731392340884
2168,0,Unknown,1,714.86,20.0,-581.9878982522464,-34.811448632911805,-581.9878982522464
2170,0,Unknown,1,724.24,44.0,-1524.338948508805,-72.47266580948082,-1524.338948508805
2171,0,Unknown,1,503.46,16.0,-303.179495332947,-10.021894970547748,-303.179495332947
2173,0,Unknown,1,336.82,23.0,-542.6941158530924,-17.589435940800428,-542.6941158530924
2176,0,Unknown,1,288.6,12.0,-1023.727356845045,-25.88153175968654,-1023.727356845045
2178,0,Unknown,1,773.17,40.0,-872.4926175242002,-15.082788234564532,-872.4926175242002
2179,0,Unknown,1,159.76999999999998,6.0,-139.64640323141805,-0.12140940672284728,-139.64640323141805
2181,0,Unknown,1,53.75,2.0,-334.08772666522077,-8.6082323531638,-334.08772666522077
2182,0,Unknown,1,413.8,13.0,-32.202823002387674,4.9474642157896085,-32.202823002387674
2183,0,Unknown,1,315.4,11.0,-691.2917376130376,-37.48562204912791,-691.2917376130376
2184,0,Unknown,1,326.23,18.0,-2191.3740619650216,-121.64924749291907,-2191.3740619650216
2185,0,Unknown,1,692.3100000000001,6.0,-498.16206367306336,-73.90427826424991,-498.16206367306336
2186,0,Unknown,1,566.37,7.0,-251.79866180771444,-12.751239453231051,-251.79866180771444
2187,0,Unknown,1,356.57,7.0,-399.87686836990827,-63.67861504080358,-399.87686836990827
2188,0,Unknown,1,715.82,25.0,-665.9022767544295,-33.529670226149904,-665.9022767544295
2190,0,Unknown,1,1577.18,34.0,-1266.3706786667278,-100.13202295993949,-1266.3706786667278
2193,0,Unknown,1,970.11,12.0,-700.3662384220752,-12.551850658696594,-700.3662384220752
2194,0,Unknown,1,946.68,43.0,-376.2600418320155,-10.196009696030643,-376.2600418320155
2198,0,Unknown,1,1465.59,74.0,-2199.2877437740717,-87.79871924206165,-2199.2877437740717
2199,0,Unknown,1,799.8100000000001,22.0,-1190.638169787434,-71.97197574227255,-1190.638169787434
2200,0,Unknown,1,844.48,21.0,-522.366197345792,-11.56516981954519,-522.366197345792
2203,0,Unknown,1,332.47,7.0,265.9359247330775,-12.533649193041128,265.9359247330775
2204,0,Unknown,1,237.96,13.0,-1277.7537462246094,-13.640855602495606,-1277.7537462246094
2205,0,Unknown,1,183.27,7.0,-502.58999699008314,-36.10848619617407,-502.58999699008314
2207,0,Unknown,1,1001.49,64.0,-1054.932214774254,33.567260641209884,-1054.932214774254
2208,0,Unknown,1,1889.19,27.0,-701.6295785639115,-8.814609409499411,-701.6295785639115
2209,0,Unknown,1,891.4300000000001,44.0,-1307.8225637417615,-87.98183539839582,-1307.8225637417615
2210,0,Unknown,1,159.92,2.0,64.02342056091186,9.057879963735061,64.02342056091186
2211,0,Unknown,1,220.15,6.0,-163.78527189808415,-9.212436777470955,-163.78527189808415
2213,0,Unknown,1,858.47,10.0,-320.4766832199515,5.277433144692395,-320.4766832199515
2215,0,Unknown,1,182.77,9.0,-45.14104192689527,3.3625306738544225,-45.14104192689527
2217,0,Unknown,1,454.24,22.0,-913.545137412631,-22.076441128562152,-913.545137412631
2221,0,Unknown,1,352.84,18.0,-828.2074192944376,-13.533064614305204,-828.2074192944376
2222,0,Unknown,1,485.52,7.0,-471.1485061069402,-21.618977311344963,-471.1485061069402
2223,0,Unknown,1,263.98,60.0,-416.5644055533503,3.445370134179882,-416.5644055533503
2224,0,Unknown,1,306.19,10.0,-632.3460774174196,-26.767240046362218,-632.3460774174196
2225,0,Unknown,1,529.5,17.0,-405.0596751875321,2.3148920381839844,-405.0596751875321
2226,0,Unknown,1,2244.23,136.0,-1685.9337287084359,-109.43254091578791,-1685.9337287084359
2228,0,Unknown,1,936.9,36.0,12.452279265355912,-15.730176956246822,12.452279265355912
2231,0,Unknown,1,451.45,12.0,-618.6828443236955,-19.912268236509448,-618.6828443236955
2233,0,Unknown,1,819.08,28.0,-907.8528870715388,-22.39886998396858,-907.8528870715388
2234,0,Unknown,1,1112.81,27.0,-1698.4899467257433,-149.468495360404,-1698.4899467257433
2235,0,Unknown,1,369.25,3.0,-416.54519088035465,-4.307914445503627,-416.54519088035465
2236,0,Unknown,1,554.15,43.0,-812.8910959054366,-28.56643726191882,-812.8910959054366
2237,0,Unknown,1,741.71,20.0,-806.2912454749937,-49.22103418509468,-806.2912454749937
2238,0,Unknown,1,317.57,25.0,-255.1152514330634,26.46840447760168,-255.1152514330634
2240,0,Unknown,1,524.55,25.0,-210.92501497134526,-25.04160442439411,-210.92501497134526
2241,0,Unknown,1,109.74000000000001,12.0,-622.193447115509,-6.533317756519779,-622.193447115509
2244,0,Unknown,1,501.39,31.0,-155.143417324656,-16.324547497435475,-155.143417324656
2245,0,Unknown,1,423.89,16.0,-584.018932324113,-0.9964075594219821,-584.018932324113
2247,0,Unknown,1,307.72,8.0,-525.8955088500437,-35.81987172380144,-525.8955088500437
2250,0,Unknown,1,125.82,5.0,-673.840241673957,-55.34777794342267,-673.840241673957
2251,0,Unknown,1,0.0,0.0,-69.89105705496371,6.985538520081121,-69.89105705496371
2254,0,Unknown,1,0.0,0.0,-706.548518444214,-19.347775990741752,-706.548518444214
2258,0,Unknown,1,9.16,1.0,2.091158662787109,11.186325421109927,2.091158662787109
2260,0,Unknown,1,688.18,13.0,-954.6356376108445,-157.26523016077417,-954.6356376108445
2261,0,Unknown,1,1687.3,104.0,-2124.811918462122,-231.59003845377157,-2124.811918462122
2262,0,Unknown,1,163.59,20.0,13.214973040959606,-9.383973142969793,13.214973040959606
2263,0,Unknown,1,639.0,38.0,-850.9638593259829,2.675970670040982,-850.9638593259829
2264,0,Unknown,1,2051.98,39.0,-2675.1399590560527,-238.2570916423956,-2675.1399590560527
2266,0,Unknown,1,1558.38,32.0,-1137.0849953261331,-65.97664720042522,-1137.0849953261331
2269,0,Unknown,1,556.0600000000001,31.0,-1074.2127348792246,-46.20720404375369,-1074.2127348792246
2270,0,Unknown,1,620.39,46.0,-1550.077610304043,-11.587182139149235,-1550.077610304043
2273,0,Unknown,1,137.09,4.0,-383.46318270349457,-15.326633306984732,-383.46318270349457
2274,0,Unknown,1,285.13,4.0,-298.5311397078942,-20.36123005294948,-298.5311397078942
2275,0,Unknown,1,820.87,31.0,-815.4539608649817,-16.291530510273788,-815.4539608649817
2277,0,Unknown,1,734.28,29.0,-818.0166545523603,-40.23756416097592,-818.0166545523603
2278,0,Unknown,1,134.09,6.0,-252.75887417047204,13.765365406328357,-252.75887417047204
2280,0,Unknown,1,1406.8,26.0,-517.1896351859817,-59.11465734487385,-517.1896351859817
2281,0,Unknown,1,1954.1200000000001,28.0,-893.3479377791955,-64.55938138809134,-893.3479377791955
2282,0,Unknown,1,152.46,13.0,-401.6456232408217,13.236239273534295,-401.6456232408217
2284,0,Unknown,1,2268.05,33.0,-2308.135992326186,-164.0278263885565,-2308.135992326186
2288,0,Unknown,1,421.02,21.0,-654.2040945246905,-31.556188656848434,-654.2040945246905
2289,0,Unknown,1,392.83,16.0,-488.668216862549,-1.148166034962827,-488.668216862549
2294,0,Unknown,1,664.38,19.0,-1467.720569098389,-104.85555608624406,-1467.720569098389
2295,0,Unknown,1,1102.36,9.0,-278.44820595719693,-8.004321293655835,-278.44820595719693
2296,0,Unknown,1,1913.56,31.0,-1747.448093773274,-105.31226324518258,-1747.448093773274
2298,0,Unknown,1,314.5,12.0,-690.3484490794195,-14.535655010403786,-690.3484490794195
2300,0,Unknown,1,681.48,16.0,-783.502968590148,-5.640488256528158,-783.502968590148
2301,0,Unknown,1,871.9300000000001,23.0,-884.0897335320931,-66.85378090156317,-884.0897335320931
2302,0,Unknown,1,191.86,7.0,-290.76913097446,3.7235550296433786,-290.76913097446
2303,0,Unknown,1,419.52,14.0,-48.291221342290214,-18.836833160462504,-48.291221342290214
2305,0,Unknown,1,647.22,15.0,-396.5605766943129,-48.22374229147019,-396.5605766943129
2307,0,Unknown,1,529.73,16.0,-521.9113658995294,-23.732663937867528,-521.9113658995294
2310,0,Unknown,1,218.28,18.0,-487.5607953407125,11.242962670990522,-487.5607953407125
2312,0,Unknown,1,1847.69,43.0,-2471.4102514723427,-239.3644431925609,-2471.4102514723427
2314,0,Unknown,1,538.46,10.0,-936.3747246298055,-66.87189677773881,-936.3747246298055
2316,0,Unknown,1,88.27000000000001,4.0,-13.741467304157482,-8.032570734081318,-13.741467304157482
2317,0,Unknown,1,813.92,9.0,-987.136991394409,-78.98263735577416,-987.136991394409
2318,0,Unknown,1,1540.05,40.0,-714.965163536373,-38.40902093073987,-714.965163536373
2319,0,Unknown,1,21.38,2.0,116.6824601081502,5.579540296191453,116.6824601081502
2322,0,Unknown,1,2468.29,34.0,-3720.762166797582,-407.76472960928254,-3720.762166797582
2324,0,Unknown,1,183.36,17.0,46.99202336222061,-4.960524565659853,46.99202336222061
2327,0,Unknown,1,142.24,4.0,-329.4164956951739,4.710161453663773,-329.4164956951739
2328,0,Unknown,1,1866.03,27.0,-697.9141031755653,-85.22930244863983,-697.9141031755653
2329,0,Unknown,1,274.75,11.0,-795.0205822639487,-23.21104579818669,-795.0205822639487
2330,0,Unknown,1,1085.8,14.0,217.5984372486746,-6.991280464429934,217.5984372486746
2331,0,Unknown,1,691.39,10.0,126.82586958910497,-0.43164939227580135,126.82586958910497
2334,0,Unknown,1,1482.92,42.0,-501.7396199481634,-22.569742501825687,-501.7396199481634
2336,0,Unknown,1,240.12,10.0,-377.09188647189285,-1.4390709773255992,-377.09188647189285
2337,0,Unknown,1,2038.02,242.0,-4031.46639198081,-209.88914726627598,-4031.46639198081
2341,0,Unknown,1,1008.6,51.0,-940.9859132629763,-36.491018295927404,-940.9859132629763
2342,0,Unknown,1,905.66,30.0,-1475.7165605285386,-193.23518422387508,-1475.7165605285386
2343,0,Unknown,1,558.8,29.0,-886.7785213717926,-26.6312480377608,-886.7785213717926
2344,0,Unknown,1,418.23,9.0,-3.072556242544124,-4.910321036647872,-3.072556242544124
2345,0,Unknown,1,561.87,24.0,-348.738276625297,8.089828996255449,-348.738276625297
2346,0,Unknown,1,132.25,4.0,-210.2136087802378,-16.892279504556058,-210.2136087802378
2347,0,Unknown,1,566.2,15.0,-331.453717274738,-48.29964421290862,-331.453717274738
2350,0,Unknown,1,259.48,7.0,-83.72120153810113,-9.714197350896455,-83.72120153810113
2351,0,Unknown,1,2503.81,50.0,-2248.711000604833,-246.9231020147297,-2248.711000604833
2354,0,Unknown,1,726.04,13.0,-104.64790011979903,-40.066717876667894,-104.64790011979903
2356,0,Unknown,1,294.18,8.0,-597.2837200834686,2.7318460721817246,-597.2837200834686
2358,0,Unknown,1,383.78000000000003,9.0,-858.8602228040229,-55.93958842630681,-858.8602228040229
2359,0,Unknown,1,257.67,23.0,-554.0745964662207,-43.17281540339911,-554.0745964662207
2360,0,Unknown,1,1341.21,39.0,-1979.3101685201923,-140.45911756158785,-1979.3101685201923
2361,0,Unknown,1,590.22,9.0,-1136.673500796728,-114.97720939171879,-1136.673500796728
2364,0,Unknown,1,1069.17,17.0,-1645.7553666077504,-127.81350791411421,-1645.7553666077504
2366,0,Unknown,1,716.54,21.0,-692.4123895368908,-21.72523332237114,-692.4123895368908
2367,0,Unknown,1,527.08,17.0,-973.6730129893372,-40.33229286836968,-973.6730129893372
2369,0,Unknown,1,417.38,11.0,47.55409525028472,9.824871558577215,47.55409525028472
2370,0,Unknown,1,877.78,32.0,-687.21032560249,-37.16634717978633,-687.21032560249
2371,0,Unknown,1,498.07,13.0,-303.75716853666205,3.2670420155094035,-303.75716853666205
2372,0,Unknown,1,589.99,8.0,89.61494920151733,12.415637686293763,89.61494920151733
2373,0,Unknown,1,47.88,4.0,-1039.6559880476188,-31.385158349354555,-1039.6559880476188
2374,0,Unknown,1,1049.19,10.0,-1185.7879878148374,-79.89031565974625,-1185.7879878148374
2375,0,Unknown,1,540.55,22.0,-201.1864058874355,-28.976586872019865,-201.1864058874355
2376,0,Unknown,1,338.33,19.0,-918.3904582943987,-39.685203550248275,-918.3904582943987
2377,0,Unknown,1,167.04,7.0,154.16160919850563,-9.076209606329186,154.16160919850563
2378,0,Unknown,1,1561.6200000000001,28.0,-1425.2338085551783,-98.39732428465919,-1425.2338085551783
2379,0,Unknown,1,177.84,6.0,15.973553704126402,-4.336453660323713,15.973553704126402
2380,0,Unknown,1,996.35,32.0,-509.39895639599945,-2.6039365565529806,-509.39895639599945
2381,0,Unknown,1,240.28,14.0,-211.4300898033174,-8.794049113565691,-211.4300898033174
2384,0,Unknown,1,1.29,1.0,10.066423117813883,1.8011724791678603,10.066423117813883
2385,0,Unknown,1,1215.38,70.0,-1384.9387137179983,-82.56412789494121,-1384.9387137179983
2390,0,Unknown,1,120.6,5.0,-167.4398886800169,-1.6169642852378416,-167.4398886800169
2391,0,Unknown,1,44.04,5.0,-87.6324037554325,-5.852952025536354,-87.6324037554325
2393,0,Unknown,1,743.36,10.0,-408.02010986440257,-12.650148784291218,-408.02010986440257
2395,0,Unknown,1,702.39,37.0,-1290.232647060738,-69.65358703651032,-1290.232647060738
2398,0,Unknown,1,106.57000000000001,7.0,-865.3199019044678,-45.19520258482953,-865.3199019044678
2400,0,Unknown,1,2194.6,49.0,-4534.048450170373,-394.9946055601249,-4534.048450170373
2405,0,Unknown,1,421.08,26.0,-388.8281241187741,-14.751512865217407,-388.8281241187741
2406,0,Unknown,1,549.63,21.0,-192.72917757360585,-26.54080733042848,-192.72917757360585
2407,0,Unknown,1,212.37,13.0,-37.95260107400142,-10.98400643046898,-37.95260107400142
2410,0,Unknown,1,300.66,11.0,167.1419563519226,-9.944129185960321,167.1419563519226
2411,0,Unknown,1,23.26,3.0,-210.17527151131344,-4.5239999156330555,-210.17527151131344
2412,0,Unknown,1,2371.64,49.0,-2165.794710761834,-166.15031252437234,-2165.794710761834
2415,0,Unknown,1,82.07,5.0,-806.7947239299876,-59.14534078704641,-806.7947239299876
2416,0,Unknown,1,609.08,17.0,-662.3528375689378,-37.25322660402395,-662.3528375689378
2419,0,Unknown,1,68.81,5.0,-119.01107249141376,-14.34919347120227,-119.01107249141376
2420,0,Unknown,1,435.57,13.0,-287.4415168373975,-19.524923297631034,-287.4415168373975
2421,0,Unknown,1,517.45,8.0,-1559.7640986906936,-54.10373802329764,-1559.7640986906936
2423,0,Unknown,1,214.19,3.0,-588.1919711028908,-17.356281106826543,-588.1919711028908
2424,0,Unknown,1,395.3,12.0,-635.7616465369344,-12.934319234580471,-635.7616465369344
2425,0,Unknown,1,81.71,6.0,-765.9873160379216,-79.43902975254966,-765.9873160379216
2426,0,Unknown,1,274.24,14.0,-544.2685674071541,-45.61097438334366,-544.2685674071541
2427,0,Unknown,1,1137.75,50.0,-619.4549193499194,-8.53538177058303,-619.4549193499194
2429,0,Unknown,1,154.59,6.0,37.2311687252909,-10.698826031452626,37.2311687252909
2430,0,Unknown,1,261.17,6.0,-299.0657654808714,5.630378339134609,-299.0657654808714
2432,0,Unknown,1,1252.86,46.0,-810.2778430126706,-1.16845396704079,-810.2778430126706
2437,0,Unknown,1,585.12,10.0,-666.2100127949088,-20.889819370632836,-666.2100127949088
2438,0,Unknown,1,218.44,15.0,-85.13345801779141,-3.278412178008182,-85.13345801779141
2439,0,Unknown,1,60.03,9.0,-787.4402532149704,-20.46884658801045,-787.4402532149704
2440,0,Unknown,1,262.08,17.0,32.7173746244336,-0.1819034931037038,32.7173746244336
2441,0,Unknown,1,100.24,10.0,-29.062221147552464,4.5858073469100304,-29.062221147552464
2443,0,Unknown,1,822.62,29.0,-202.92228103952164,-31.728914496262263,-202.92228103952164
2445,0,Unknown,1,770.12,29.0,-453.9906618459191,19.94411897894969,-453.9906618459191
2446,0,Unknown,1,717.32,19.0,-962.5407242274878,-107.5089585353897,-962.5407242274878
2447,0,Unknown,1,548.1700000000001,11.0,-1398.2694014480874,-177.22220944443143,-1398.2694014480874
2448,0,Unknown,1,983.33,15.0,-935.7771103565098,-88.06776937107821,-935.7771103565098
2451,0,Unknown,1,556.29,17.0,-317.641445891972,-26.745398682347258,-317.641445891972
2452,0,Unknown,1,261.4,21.0,-115.27289455428195,0.7258090632898586,-115.27289455428195
2453,0,Unknown,1,549.78,15.0,-403.664481522285,-16.882932791364425,-403.664481522285
2455,0,Unknown,1,1284.89,15.0,-485.383560397666,-60.23886707924976,-485.383560397666
2456,0,Unknown,1,69.14,5.0,-759.0592404926714,-4.823251708952668,-759.0592404926714
2457,0,Unknown,1,101.5,9.0,-102.09502226144355,18.11151444026885,-102.09502226144355
2459,0,Unknown,1,3169.66,142.0,-1270.255107078992,-82.94026605779555,-1270.255107078992
2462,0,Unknown,1,1448.35,25.0,-1886.54712213353,-180.0922936984431,-1886.54712213353
2466,0,Unknown,1,430.0,12.0,-39.74843473201548,10.997856009048661,-39.74843473201548
2467,0,Unknown,1,1941.8700000000001,59.0,-2370.953465422991,-124.87080857708503,-2370.953465422991
2468,0,Unknown,1,176.1,10.0,-763.5403158251137,-17.5023344654482,-763.5403158251137
2470,0,Unknown,1,105.94,13.0,6.143809314056398,-8.756024058520524,6.143809314056398
2472,0,Unknown,1,226.25,5.0,-334.19412562533535,-15.184488486888227,-334.19412562533535
2474,0,Unknown,1,77.63,7.0,-317.52661864105335,-3.7914625546690814,-317.52661864105335
2475,0,Unknown,1,766.8,21.0,-873.2158586078292,-77.2134335032624,-873.2158586078292
2477,0,Unknown,1,32.54,2.0,338.7241122264919,-6.766450990693997,338.7241122264919
2478,0,Unknown,1,573.57,21.0,-288.62813774942987,9.131506989289164,-288.62813774942987
2479,0,Unknown,1,1855.5,19.0,-2239.0822794874566,-250.54499539366708,-2239.0822794874566
2481,0,Unknown,1,602.79,18.0,-664.9625091908612,-29.316369534302567,-664.9625091908612
2482,0,Unknown,1,393.68,11.0,-228.68041147995189,7.422295881952863,-228.68041147995189
2484,0,Unknown,1,301.58,11.0,-1426.8561610940928,-112.82931656054603,-1426.8561610940928
2485,0,Unknown,1,52.18,8.0,-56.064577660452244,9.49907739920944,-56.064577660452244
2486,0,Unknown,1,625.55,27.0,-862.2155865834432,37.20079052465417,-862.2155865834432
2488,0,Unknown,1,717.98,18.0,-767.7081887002064,-59.489569702124555,-767.7081887002064
2489,0,Unknown,1,937.02,18.0,-353.20110498467534,22.677894929863896,-353.20110498467534
2492,0,Unknown,1,349.84000000000003,11.0,171.6813164052751,-2.4612394207141506,171.6813164052751
